Sr No,Date dd/mm/yyyy,Startup Name,Startup type,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,GREEN,Success
807,09-05-2017,Uncanny Vision,Non-Green,Technology,Computer Vision on Embedded Systems,Bangalore,Anand Chandrasekaran,Seed Funding,N/A,,0
808,09-05-2017,Anchanto,Non-Green,Technology,E-commerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private Equity,N/A,,0
809,09-05-2017,Sequretek,Non-Green,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",Private Equity,N/A,,0
810,10-05-2017,Lucideus,Non-Green,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,N/A,,0
811,10-05-2017,Vidooly,Non-Green,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,"14,00,000",,0
812,10-05-2017,Shopclues,Non-Green,E-commerce,Online marketplace,Gurgaon,InnoVen Capital,Private Equity,"77,00,000",,0
813,10-05-2017,Fourth Ambit,Non-Green,Consumer Internet,Community Building platform,Bangalore,1Crowd,Seed Funding,"6,00,000",,0
814,10-05-2017,Chymera VR,Non-Green,Technology,Advertising Platform for Virtual Reality,Bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,N/A,,0
815,11-05-2017,Early Salary,Non-Green,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,"40,00,000",,0
816,11-05-2017,Book My Diamond,Non-Green,E-commerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,N/A,,0
817,11-05-2017,ION Energy,Non-Green,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,N/A,,0
818,12-05-2017,Legal Raasta,Non-Green,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Equity,"50,00,000",,0
819,12-05-2017,Log 9 Materials,Non-Green,Technology,NanoTech product developer,Bangalore,GEMs,Seed Funding,N/A,,0
820,12-05-2017,Remit Guru,Non-Green,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,"4,66,000",,0
821,12-05-2017,Aequm,Non-Green,E-commerce,Cloud E-commerce platform,Bangalore,undisclosed investors,Seed Funding,"10,00,000",,0
822,15-05-2017,Zapty,Non-Green,Technology,Project Management tool,Bangalore,IdeaSpring Capital,Seed Funding,"5,00,000",,0
823,15-05-2017,Vernacular.ai,Non-Green,Technology,Multi-lingual AI Platform for Businesses,Bangalore,Kstart Capital,Seed Funding,N/A,,0
824,16-05-2017,Niki.ai,Non-Green,Technology,AI-based chatbot,Bangalore,SAP,Private Equity,N/A,,0
825,16-05-2017,Telr,Non-Green,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,"30,00,000",,0
826,16-05-2017,Fynd,Non-Green,E-commerce,Fashion E-commerce Portal,Mumbai,Rocketship,Private Equity,"5,00,000",,0
827,17-05-2017,Genie,Non-Green,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,"2,50,000",,0
828,17-05-2017,Paysense,Non-Green,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,"53,00,000",,0
829,18-05-2017,The Good Life,Non-Green,E-commerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,"10,00,000",,0
830,18-05-2017,PumpKart,Non-Green,E-commerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed Funding,N/A,,0
831,18-05-2017,Paytm,Non-Green,E-commerce,Mobile Wallet & E-commerce platform,Bangalore,SoftBank Group,Private Equity,"1,40,00,00,000",,0
832,19-05-2017,EzCred,Non-Green,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,"10,00,000",,0
833,19-05-2017,HealthSutra,Non-Green,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,N/A,,0
834,20-05-2017,YepMe,Non-Green,E-commerce,Private Fashion Brand etailer,New Delhi,Gokaldas Exports Ltd,Private Equity,N/A,,0
835,22-05-2017,Delhivery,Non-Green,Logistics,E-commerce Logistics provider,New Delhi,Fosun International,Private Equity,"3,00,00,000",,0
836,22-05-2017,ZipGrid,Non-Green,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,"5,00,000",,0
837,23-05-2017,TravelSpice,Non-Green,E-commerce,Travel E-commerce portal,Hyderabad,Eagle10 Ventures,Seed Funding,N/A,,0
838,23-05-2017,Magicpin,Non-Green,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,"66,00,000",,0
839,23-05-2017,The Print,Non-Green,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,N/A,,0
840,23-05-2017,Box8,Non-Green,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,"10,00,000",,0
841,24-05-2017,GenNext Students,Non-Green,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,"5,80,000",,0
842,25-05-2017,Aye Finance,Non-Green,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity,"80,00,000",,0
843,26-05-2017,WhatsLoan,Non-Green,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,N/A,,0
844,29-05-2017,Cube Consumer Services,Non-Green,Consumer Internet,Finance management Mobile app,Mumbai,N/A,Seed Funding,N/A,,0
845,29-05-2017,Nivesh,Non-Green,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,N/A,,0
846,29-05-2017,Wowflux,Non-Green,Technology,image Processing solution,New Delhi,Undisclosed Investors,Seed Funding,N/A,,0
847,29-05-2017,Collateral Medical,Non-Green,E-commerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,"35,00,000",,0
848,30-05-2017,Loadshare,Non-Green,Logistics,Express Logistics Network,Bangalore,Matrix Partners,Seed Funding,N/A,,0
849,30-05-2017,SimpliLend,Non-Green,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Seed Funding,N/A,,0
850,30-05-2017,Supr Daily,Non-Green,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,"15,00,000",,0
851,30-05-2017,Swiggy,Non-Green,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,"8,00,00,000",,0
852,31-05-2017,SastaSundar,Non-Green,E-commerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,"50,00,000",,0
853,31-05-2017,Magicpin,Non-Green,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,"70,00,000",,0
854,01-04-2017,Cashe,Non-Green,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,"38,00,000",,0
855,03-04-2017,Eruditus,Non-Green,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,"82,00,000",,0
856,03-04-2017,TestBook,Non-Green,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,N/A,,0
857,03-04-2017,Healthcare at Home,Non-Green,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,"4,00,00,000",,0
858,03-04-2017,Tyre Express,Non-Green,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,N/A,,0
859,03-04-2017,SmartCoin,Non-Green,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,N/A,,0
860,04-04-2017,WayCool,Non-Green,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,"27,00,000",,0
861,04-04-2017,Perfios,Non-Green,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,"61,00,000",,0
862,04-04-2017,Whatfix,Non-Green,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,"36,90,000",,0
863,04-04-2017,ElastiRun,Non-Green,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,"70,00,000",,0
864,04-04-2017,Trukky,Non-Green,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,"5,00,000",,0
865,04-04-2017,Konsult App,Non-Green,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,"5,00,000",,0
866,05-04-2017,Credit Sudhaar,Non-Green,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,N/A,,0
867,05-04-2017,Fingerlix,Non-Green,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,"30,00,000",,0
868,05-04-2017,DataWeave,Non-Green,Technology,Business Intelligence Solutions,Bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,N/A,,0
869,06-04-2017,Medwell Ventures,Non-Green,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,"2,10,00,000",,0
870,06-04-2017,Mech Mocha,Non-Green,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,"50,00,000",,0
871,07-04-2017,Startup Buddy,Non-Green,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed Funding,N/A,,0
872,07-04-2017,QorQI,Non-Green,Healthcare,Online Healthcare provider,Noida,Paytm,Seed Funding,N/A,,0
873,07-04-2017,Twenty Two Motors,Non-Green,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed Funding,N/A,,0
874,07-04-2017,PharmEasy,Non-Green,E-commerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,"1,80,00,000",,0
875,08-04-2017,WonderChef,Non-Green,E-commerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,N/A,,0
876,08-04-2017,FastFox,Non-Green,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,"46,00,000",,0
877,10-04-2017,Omnify,Non-Green,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,"1,50,000",,0
878,10-04-2017,Capital Float,Non-Green,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,"23,00,000",,0
879,11-04-2017,Ninjacart,Non-Green,E-commerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,"55,00,000",,0
880,11-04-2017,MergerWare,Non-Green,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,"1,00,000",,0
881,11-04-2017,Sports Flashes,Non-Green,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,N/A,,0
882,12-04-2017,Clovia,Non-Green,E-commerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,"40,00,000",,0
883,12-04-2017,Emiza,Non-Green,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,"45,00,000",,0
884,12-04-2017,HackerEarth,Non-Green,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,"45,00,000",,0
885,12-04-2017,Squadrun,Non-Green,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,"21,00,000",,0
886,12-04-2017,Tinmen,Non-Green,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,N/A,,0
887,12-04-2017,ScoutMyTrip,Non-Green,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,N/A,,0
888,13-04-2017,SafetyKart,Non-Green,E-commerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,N/A,,0
889,13-04-2017,WeAreHolidays,Non-Green,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,"77,00,000",,0
890,14-04-2017,Ola Cabs,Non-Green,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,"26,00,00,000",,0
891,15-04-2017,Myly,Non-Green,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,"3,10,000",,0
892,17-04-2017,CrediHealth,Non-Green,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,"15,00,000",,0
893,17-04-2017,Navia Life Care,Non-Green,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,N/A,,0
894,17-04-2017,Raw Pressery,Non-Green,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,N/A,,0
895,17-04-2017,Snackible,Non-Green,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,"1,75,000",,0
896,17-04-2017,Be U Salons,Non-Green,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,"6,20,000",,0
897,17-04-2017,Simulanis,Non-Green,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,N/A,,0
898,17-04-2017,LendingKart,Non-Green,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,"46,50,000",,0
899,18-04-2017,Innefu Security Consulting,Non-Green,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,"20,00,000",,0
900,18-04-2017,Whodat,Non-Green,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,"6,00,000",,0
901,18-04-2017,Absentia VR,Non-Green,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,"12,50,000",,0
902,19-04-2017,IOTrek,Non-Green,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,"1,55,000",,0
903,20-04-2017,HolaChef,Non-Green,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,"30,00,000",,0
904,20-04-2017,Wooplr,Non-Green,E-commerce,Social Commerce\\xc2\\xa0 Fashion platform,Bangalore,Ankit Nagori,Private Equity,N/A,,0
905,21-04-2017,Video Ken,Non-Green,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,"10,00,000",,0
906,24-04-2017,Faasos,Non-Green,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,"63,00,000",,0
907,24-04-2017,Oyo Rooms,Non-Green,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,"25,00,00,000",,0
908,24-04-2017,Toppr,Non-Green,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,"32,00,000",,0
909,24-04-2017,Niramai,Non-Green,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,N/A,,0
910,25-04-2017,The Office Pass,Non-Green,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,"2,45,000",,0
911,25-04-2017,UrbanClap,Non-Green,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,"31,00,000",,0
912,26-04-2017,Awfis,Non-Green,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,"2,00,00,000",,0
913,26-04-2017,Myra,Non-Green,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,N/A,,0
914,26-04-2017,Flytxt,Non-Green,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,"1,10,00,000",,0
915,26-04-2017,Howdy Ventures,Non-Green,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,"15,00,000",,0
916,26-04-2017,StalkBuyLove,Non-Green,E-commerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,"10,00,000",,0
917,26-04-2017,ZipGo,Non-Green,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,N/A,,0
918,27-04-2017,Scootsy,Non-Green,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,"36,00,000",,0
919,27-04-2017,Autobix,Non-Green,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,N/A,,0
920,27-04-2017,eShiksha,Non-Green,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,N/A,,0
921,27-04-2017,iNurture,Non-Green,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,"15,00,000",,0
922,28-04-2017,Sepalika,Non-Green,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,"7,50,000",,0
923,28-04-2017,Mintwalk,Non-Green,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,N/A,,0
924,29-04-2017,Qriyo,Non-Green,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,N/A,,0
925,01-03-2017,Ola,Non-Green,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,"33,00,00,000",,0
926,01-03-2017,Belong,Non-Green,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,"1,00,00,000",,0
927,01-03-2017,Seenit,Non-Green,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,N/A,,0
928,01-03-2017,Paalak,Non-Green,E-commerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,N/A,,0
929,02-03-2017,Celes Care,Non-Green,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,"15,00,000",,0
930,02-03-2017,Karomi,Non-Green,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,"5,00,000",,0
931,02-03-2017,Red Carpet,Non-Green,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,"25,00,000",,0
